Sport,Country,League Name,Year,Gender,Champion,Number of Games,Number of Teams,Coeficiente Phi,Quantidade de equipes retiradas,Perc. Equipes Retiradas,Equipes Retiradas
voleyball,Greece,A1 Women,2015,women,Olympiakos Piraeus W,110,11,0.8777,6,54.55%,"-Iraklis W,+Olympiakos Piraeus W,+Pannaxiakos W,+Panathinaikos W,+AEK W,+Thera W"
voleyball,Greece,A1 Women,2016,women,Olympiakos Piraeus W,132,12,0.8846,7,58.33%,"+Olympiakos Piraeus W,+Panathinaikos W,+Thera W,+Pannaxiakos W,+Aris W,+AEK W,+GS Ilioupolis W"
voleyball,Italy,Serie A1,2010,men,Trentino,210,15,0.8654,8,53.33%,"-Pineto,-Loreto,-Forli,-Latina,-Taranto,-Vibo Valentia,+Trentino,-San Giustino"
voleyball,Italy,Serie A1,2011,men,Trentino,182,14,0.8112,3,21.43%,"+Trentino,-Forli,+Cuneo"
voleyball,Italy,Serie A1,2013,men,Trentino,132,12,0.7944,3,25.00%,"-Verona,-Ravenna,-San Giustino"
voleyball,Italy,Serie A1,2014,men,Lube Civitanova,132,12,0.7891,3,25.00%,"+Lube Civitanova,+Piacenza,+Perugia"
voleyball,Italy,Serie A1,2015,men,Trentino,156,13,0.8705,6,46.15%,"+Trentino,+Modena,+Lube Civitanova,+Perugia,+Verona,+Ravenna"
voleyball,Italy,Serie A1,2016,men,Lube Civitanova,132,12,0.8441,5,41.67%,"+Lube Civitanova,-Piacenza,+Modena,+Verona,+Perugia"
voleyball,Japan,V Premier League,2010,men,,104,8,0.8690,2,25.00%,"-FC Tokyo,-Oita Miyoshi"
voleyball,Japan,V Premier League,2011,men,Osaka Sakai,96,8,0.8406,3,37.50%,"-Oita Miyoshi,-FC Tokyo,-Gosei Trefuerza"
voleyball,Japan,V Premier League,2012,men,Toray Arrows,84,8,0.8037,2,25.00%,"+Toray Arrows,-Oita Miyoshi"
voleyball,Japan,V Premier League,2013,men,Suntory Sunbirds,112,8,0.8365,2,25.00%,"+Suntory Sunbirds,+Panasonic Panthers"
voleyball,Japan,V Premier League,2014,men,Panasonic Panthers,112,8,0.8114,2,25.00%,"-JTEKT,+Panasonic Panthers"
voleyball,Japan,V Premier League,2015,men,JT Thunders,84,8,0.7599,2,25.00%,"-FC Tokyo,+JT Thunders"
voleyball,Japan,V Premier League,2016,men,Gosei Trefuerza,84,8,0.6400,1,12.50%,+Gosei Trefuerza
voleyball,Japan,V Premier League Women,2010,women,,96,8,0.8974,5,62.50%,"-Pioneer Red Wings W,-Body Queenseis W,+JT Marvelous W,-NEC Red Rockets W,-Okayama Seagulls W"
voleyball,Japan,V Premier League Women,2011,women,JT Marvelous W,104,8,0.8460,2,25.00%,"-Okayama Seagulls W,+JT Marvelous W"
voleyball,Japan,V Premier League Women,2012,women,Toray Arrows W,84,8,0.8147,3,37.50%,"+Toray Arrows W,+Denso Airybees W,+Hisamitsu Springs W"
voleyball,Japan,V Premier League Women,2013,women,NEC Red Rockets W,112,8,0.8453,3,37.50%,"-Denso Airybees W,-Pioneer Red Wings W,-Body Queenseis W"
voleyball,Japan,V Premier League Women,2014,women,Hisamitsu Springs W,112,8,0.7963,2,25.00%,"-Pioneer Red Wings W,+Hisamitsu Springs W"
voleyball,Japan,V Premier League Women,2015,women,Hisamitsu Springs W,84,8,0.6476,1,12.50%,+Hisamitsu Springs W
voleyball,Japan,V Premier League Women,2016,women,Toray Arrows W,84,8,0.7143,1,12.50%,+Toray Arrows W
voleyball,Netherlands,A League,2010,men,Langhenkel,56,8,0.8079,2,25.00%,"-Zaanstad,-Advisie/SSS"
voleyball,Netherlands,A League,2011,men,Groningen/Lycurgus,90,10,0.8645,4,40.00%,"-Taurus,+Groningen/Lycurgus,+Draisma,+Rotterdam"
voleyball,Netherlands,A League,2012,men,Langhenkel,90,10,0.8474,4,40.00%,"+Langhenkel,-Fusion,+Draisma,+Groningen/Lycurgus"
voleyball,Netherlands,A League,2013,men,Landstede,90,10,0.8483,5,50.00%,"+Landstede,+Tilburg,+Groningen/Lycurgus,+Langhenkel,+Draisma"
voleyball,Netherlands,A League,2014,men,Landstede,90,10,0.7471,3,30.00%,"+Landstede,-Zalsman,+Rivo Rijssen"
voleyball,Netherlands,A League,2015,men,Landstede,132,12,0.8527,4,33.33%,"+Landstede,+Groningen/Lycurgus,+Draisma,+Orion"
voleyball,Netherlands,A League,2016,men,Groningen/Lycurgus,132,12,0.8810,6,50.00%,"+Groningen/Lycurgus,-Rotterdam,+Orion,+Landstede,+Draisma,-Rivo Rijssen"
voleyball,Netherlands,A League Women,2011,women,Eurosped W,90,10,0.8447,4,40.00%,"-TFM/DOK W,-Summa Peelpush W,-King Software W,-Sneek W"
voleyball,Netherlands,A League Women,2013,women,Sliedrecht W,112,8,0.8989,3,37.50%,"-Lycurgus W,-Apeldoorn W,+Sliedrecht W"
voleyball,Netherlands,A League Women,2014,women,Sliedrecht W,90,10,0.8492,4,40.00%,"+Sliedrecht W,+Dros/Alterno W,-Apeldoorn W,-Lycurgus W"
voleyball,Netherlands,A League Women,2015,women,Sliedrecht W,90,10,0.8521,3,30.00%,"-Weert W,-Lycurgus W,-Papendal/Arnhem W"
voleyball,Netherlands,A League Women,2016,women,Sneek W,90,10,0.8328,4,40.00%,"-GSVV Donitas W,-Summa Peelpush W,+Sneek W,+Sliedrecht W"
voleyball,Norway,Eliteserien,2011,men,Nyborg,63,7,0.8140,1,14.29%,+Nyborg
voleyball,Norway,Eliteserien,2012,men,Nyborg,63,7,0.8306,2,28.57%,"+Nyborg,+Forde"
voleyball,Norway,Eliteserien,2013,men,Forde,84,8,0.8417,3,37.50%,"+Forde,+Nyborg,+Randaberg"
voleyball,Norway,Eliteserien,2014,men,Nyborg,84,8,0.8487,5,62.50%,"-Oslo,-Kristiansund,-NTNUI,-Koll,-Tromso"
voleyball,Norway,Eliteserien,2015,men,Nyborg,42,7,0.7508,1,14.29%,+Nyborg
voleyball,Norway,Eliteserien,2016,men,Nyborg,42,7,0.8063,2,28.57%,"-Kristiansund,-Koll"
voleyball,Norway,Eliteserien Women,2010,women,,62,7,0.8793,4,57.14%,"-Tromso W,-NTNUI Volley W,+UiS Volley W,+Koll W"
voleyball,Norway,Eliteserien Women,2013,women,Oslo W,63,7,0.8722,4,57.14%,"-NTNUI Volley W,-Koll W,-UiS Volley W,-Forde W"
voleyball,Norway,Eliteserien Women,2015,women,Stod W,56,8,0.8355,4,50.00%,"-Blindheim W,+Stod W,+Oslo W,+Sortland W"
voleyball,Norway,Eliteserien Women,2016,women,Randaberg W,42,7,0.7194,2,28.57%,"+Randaberg W,+Oslo W"
voleyball,Poland,Prusliga,2010,men,Belchatow,94,10,0.7819,3,30.00%,"+Belchatow,+Jastrzebski,+Kedzierzyn-Kozle"
voleyball,Poland,Prusliga,2011,men,Belchatow,90,10,0.7642,2,20.00%,"+Belchatow,+Rzeszow"
voleyball,Poland,Prusliga,2012,men,Belchatow,90,10,0.7585,2,20.00%,"+Belchatow,-Gdansk"
voleyball,Poland,Prusliga,2013,men,Bydgoszcz,90,10,0.7586,3,30.00%,"-Czestochowa,-Olsztyn,-Effector Kielce"
voleyball,Poland,Prusliga,2014,men,Rzeszow,132,12,0.8031,4,33.33%,"-Bielsko-Biala,+Rzeszow,+Belchatow,+Jastrzebski"
voleyball,Poland,Prusliga,2015,men,Rzeszow,182,14,0.8522,7,50.00%,"+Rzeszow,+Belchatow,-Bedzin,-Effector Kielce,-Bielsko-Biala,-Czestochowa,-Olsztyn"
voleyball,Poland,Prusliga,2016,men,Kedzierzyn-Kozle,182,14,0.8307,5,35.71%,"+Kedzierzyn-Kozle,+Rzeszow,+Belchatow,-Bedzin,-Effector Kielce"
voleyball,Poland,Prusliga Women,2010,women,,90,10,0.8151,3,30.00%,"-Zukowo W,+Bielsko-Biala W,+Muszyna W"
voleyball,Poland,Prusliga Women,2011,women,Muszyna W,90,10,0.7931,2,20.00%,"-Rumia W,+Muszyna W"
voleyball,Poland,Prusliga Women,2012,women,Muszyna W,90,10,0.7691,2,20.00%,"+Muszyna W,+Trefl Sopot W"
voleyball,Poland,Prusliga Women,2013,women,Muszyna W,90,10,0.8254,5,50.00%,"-Bialystok W,+Muszyna W,+Dabrowa Gornicza W,+Trefl Sopot W,+Bielsko-Biala W"
voleyball,Poland,Prusliga Women,2014,women,Chemik Police W,90,10,0.8220,5,50.00%,"-Bydgoszcz W,+Chemik Police W,+Trefl Sopot W,+Wroclaw W,-Pila W"
voleyball,Poland,Prusliga Women,2015,women,Chemik Police W,132,12,0.8816,7,58.33%,"-Bydgoszcz W,-Pila W,+Chemik Police W,+Trefl Sopot W,+Muszyna W,+Wroclaw W,+Bielsko-Biala W"
voleyball,Poland,Prusliga Women,2016,women,Chemik Police W,132,12,0.8590,5,41.67%,"+Chemik Police W,-Ostrowiec Swietokrzyski W,-Rzeszow W,-Bydgoszcz W,-Legionowo W"
voleyball,Portugal,Divisão A1,2011,men,Benfica,132,12,0.8827,6,50.00%,"-AD Machico,-Clube K,-Academica de Espinho,-Esmoriz GC,-Maritimo,-Vilacondense"
voleyball,Portugal,Divisão A1,2012,men,Benfica,132,12,0.8733,5,41.67%,"-AD Machico,+Benfica,-Esmoriz GC,-Maritimo,-SC Caldas"
voleyball,Portugal,Divisão A1,2013,men,Benfica,132,12,0.8924,7,58.33%,"-Leixoes SC,+Benfica,+A- J- F- Bastardo,+Sporting de Espinho,-Maritimo,-Clube K,+Castelo Maia GC"
voleyball,Portugal,Divisão A1,2014,men,Benfica,132,12,0.8722,6,50.00%,"-Maritimo,+Benfica,+A- J- F- Bastardo,+Sporting de Espinho,+Castelo Maia GC,+Vitoria Guimaraes"
voleyball,Portugal,Divisão A1,2015,men,A. J. F. Bastardo,132,12,0.8820,6,50.00%,"+A- J- F- Bastardo,+Benfica,+Sporting de Espinho,-Academica de Espinho,-Clube K,+Madalena"
voleyball,Portugal,Divisão A1,2016,men,Benfica,132,12,0.8855,5,41.67%,"+Benfica,+A- J- F- Bastardo,+Sporting de Espinho,+Castelo Maia GC,-Leixoes SC"
voleyball,Romania,Divizia A1,2010,men,Tomis Constanta,132,12,0.8598,5,41.67%,"-Brasov,-Dacia Buzau,-Steaua Bucuresti,-Craiova,-U- Cluj"
voleyball,Romania,Divizia A1,2011,men,Tomis Constanta,132,12,0.8751,6,50.00%,"-Targu Mures,-Suceava,+Tomis Constanta,+Dinamo Bucuresti,+Zalau,+Stiinta Baia Mare"
voleyball,Romania,Divizia A1,2012,men,Zalau,132,12,0.8644,4,33.33%,"-Timisoara,-Arcada Galati,+Zalau,+Tomis Constanta"
voleyball,Romania,Divizia A1,2013,men,Tomis Constanta,110,11,0.8266,3,27.27%,"-U- Cluj,+Tomis Constanta,-Steaua Bucuresti"
voleyball,Romania,Divizia A1,2014,men,Tomis Constanta,110,11,0.8577,5,45.45%,"-CSM Bucuresti,-U- Cluj,-Piatra Neamt,-Simleul Silvaniei,-Arcada Galati"
voleyball,Romania,Divizia A1,2015,men,Tomis Constanta,132,12,0.8336,5,41.67%,"+Tomis Constanta,+Zalau,-Steaua Bucuresti,+Dinamo Bucuresti,-Banatul Caransebes"
voleyball,Romania,Divizia A1,2016,men,Craiova,132,12,0.8272,4,33.33%,"+Craiova,+Zalau,+Arcada Galati,+Stiinta Baia Mare"
voleyball,Romania,Divizia A1 Women,2010,women,Dinamo Bucuresti W,132,12,0.8847,6,50.00%,"-Focsani W,-IOR Bucuresti W,-Sibiu W,-U- Cluj W,-Targu Mures W,+Tomis Constanta W"
voleyball,Romania,Divizia A1 Women,2011,women,Stiinta Bacau W,110,11,0.8730,7,63.64%,"+Stiinta Bacau W,+Tomis Constanta W,+Dinamo Bucuresti W,+Piatra Neamt W,+Targu Mures W,+Botosani W,+Lugoj W"
voleyball,Romania,Divizia A1 Women,2012,women,Stiinta Bacau W,132,12,0.8795,7,58.33%,"+Stiinta Bacau W,+Tomis Constanta W,-Sibiu W,-Pitesti W,-U- Cluj W,-Penicilina Iasi W,-Lugoj W"
voleyball,Romania,Divizia A1 Women,2014,women,Stiinta Bacau W,132,12,0.8822,6,50.00%,"-Tomis Constanta W,-Rapid Bucuresti W,+Stiinta Bacau W,+Dinamo Bucuresti W,+Alba Blaj W,+Targu Mures W"
voleyball,Romania,Divizia A1 Women,2015,women,Stiinta Bacau W,132,12,0.8773,6,50.00%,"-U- Cluj W,+Stiinta Bacau W,+Alba Blaj W,+CSM Bucuresti W,+Targoviste W,+Dinamo Bucuresti W"
voleyball,Romania,Divizia A1 Women,2016,women,Alba Blaj W,132,12,0.8847,7,58.33%,"-Rapid Bucuresti W,+Alba Blaj W,+Targoviste W,+CSM Bucuresti W,+Targu Mures W,+Dinamo Bucuresti W,+Stiinta Bacau W"
voleyball,Russia,Superleague Women,2011,women,Dynamo Kazan W,132,12,0.8693,7,58.33%,"-Leningradka W,-Kaliningrad W,+Dynamo Kazan W,+Dynamo Moscow W,+Krasnodar W,+Uralochka W,+Odintsovo W"
voleyball,Russia,Superleague Women,2012,women,Dynamo Kazan W,132,12,0.8060,4,33.33%,"-Khabarovsk W,-Chelyabinsk W,+Dynamo Kazan W,-Cherepovets W"
voleyball,Russia,Superleague Women,2013,women,Dynamo Kazan W,132,12,0.8238,4,33.33%,"-Yenisey W,+Dynamo Kazan W,+Dynamo Moscow W,+Odintsovo W"
voleyball,Russia,Superleague Women,2014,women,Dynamo Kazan W,110,11,0.8394,5,45.45%,"+Dynamo Kazan W,+Omsk W,+Krasnodar W,+Dynamo Moscow W,-Ufa W"
voleyball,Russia,Superleague Women,2015,women,Dynamo Kazan W,90,10,0.8332,5,50.00%,"-Voronezh W,-Chelyabinsk W,-Leningradka W,-Saratov W,-Uralochka W"
voleyball,Russia,Superleague Women,2016,women,Dynamo Moscow W,110,11,0.8617,5,45.45%,"+Dynamo Moscow W,-Omsk W,-Chelyabinsk W,-Voronezh W,+Dynamo Kazan W"
voleyball,Serbia,Liga,2010,men,,70,8,0.7779,4,50.00%,"-Smederevo,-Spartak Ljig,+Radnicki,+Crvena zvezda"
voleyball,Serbia,Liga,2011,men,Partizan,90,10,0.8182,3,30.00%,"-Smederevo,-Zeleznicar,+Partizan"
voleyball,Serbia,Liga,2012,men,Crvena zvezda,90,10,0.7607,2,20.00%,"+Crvena zvezda,+Vojvodina"
voleyball,Serbia,Liga,2013,men,Crvena zvezda,90,10,0.7877,2,20.00%,"-Zeleznicar,+Crvena zvezda"
voleyball,Serbia,Liga,2014,men,Crvena zvezda,90,10,0.8236,3,30.00%,"-Jedinstvo,+Crvena zvezda,+Partizan"
voleyball,Serbia,Liga,2015,men,Partizan,90,10,0.8432,3,30.00%,"+Partizan,+Crvena zvezda,+Vojvodina"
voleyball,Serbia,Liga,2016,men,Crvena zvezda,90,10,0.8434,4,40.00%,"-Indjija,+Crvena zvezda,+Vojvodina,+Novi P-"
voleyball,Serbia,Liga Women,2010,women,,64,8,0.8234,3,37.50%,"-Postar W,+Crvena zvezda W,+Spartak Subotica W"
voleyball,Serbia,Liga Women,2011,women,Crvena zvezda W,90,10,0.8496,3,30.00%,"+Crvena zvezda W,-Postar W,-Klek W"
voleyball,Serbia,Liga Women,2012,women,Crvena zvezda W,90,10,0.8236,4,40.00%,"+Crvena zvezda W,-Vojvodina W,+Spartak Subotica W,-Radnicki Kragujevac W"
voleyball,Serbia,Liga Women,2013,women,Crvena zvezda W,90,10,0.8090,4,40.00%,"+Crvena zvezda W,+Spartak Subotica W,+Vizura W,-Varadin W"
voleyball,Serbia,Liga Women,2014,women,Vizura W,90,10,0.8481,5,50.00%,"+Vizura W,-Smec 5 Kragujevac W,-Jedinstvo W,-Dinamo Azotara W,-Kolubara W"
voleyball,Serbia,Liga Women,2015,women,Vizura W,90,10,0.8605,5,50.00%,"-Kolubara W,-Radnicki Beograd W,-Radnicki Kragujevac W,+Vizura W,+Crvena zvezda W"
voleyball,Serbia,Liga Women,2016,women,Vizura W,90,10,0.8123,3,30.00%,"-Smec 5 Kragujevac W,-Jedinstvo W,+Vizura W"
voleyball,Slovakia,Extraliga,2010,men,VKP Bratislava,72,9,0.6865,1,11.11%,+VKP Bratislava
voleyball,Slovakia,Extraliga,2011,men,VK Slavia Svidnik,72,9,0.8014,3,33.33%,"-Puchov,+VK Slavia Svidnik,+VKP Bratislava"
voleyball,Slovakia,Extraliga,2012,men,VK Slavia Svidnik,72,9,0.8332,3,33.33%,"+VK Slavia Svidnik,+VTU Bratislava,+VKP Bratislava"
voleyball,Slovakia,Extraliga,2013,men,VK Slavia Svidnik,42,7,0.8346,4,57.14%,"-Trencin,-Zilina,-Stara Lubovna,-Nitra"
voleyball,Slovakia,Extraliga,2014,men,VK Slavia Svidnik,56,8,0.7843,2,25.00%,"-Stara Lubovna,+VK Slavia Svidnik"
voleyball,Slovakia,Extraliga,2015,men,Presov,90,10,0.8643,4,40.00%,"+Presov,+Komarno,+Spisska Nova Ves,+Prievidza"
voleyball,Slovakia,Extraliga,2016,men,Nitra,72,9,0.8446,4,44.44%,"-Trencin,-Stara Lubovna,+Nitra,+Presov"
voleyball,Slovakia,Extraliga Women,2011,women,Pezinok W,112,8,0.8380,2,25.00%,"+Pezinok W,+COP Nitra W"
voleyball,Slovakia,Extraliga Women,2012,women,Pezinok W,112,8,0.9077,5,62.50%,"-ZU Zilina W,-Kezmarok W,+Pezinok W,+VSK Bratislava W,+Spisska Nova Ves W"
voleyball,Slovakia,Extraliga Women,2013,women,Pezinok W,56,8,0.8291,3,37.50%,"-Vivus Bratislava W,-Ziar nad Hronom W,-Kezmarok W"
voleyball,Slovakia,Extraliga Women,2014,women,UKF Nitra W,42,7,0.7060,1,14.29%,-Komarno W
voleyball,Slovakia,Extraliga Women,2015,women,Spisska Nova Ves W,90,10,0.8717,6,60.00%,"-Presov W,+Spisska Nova Ves W,+Slavia Bratislava W,-Senica W,-COP Nitra W,-Kezmarok W"
voleyball,Slovakia,Extraliga Women,2016,women,Slavia Bratislava W,72,9,0.8625,6,66.67%,"+Slavia Bratislava W,-Presov W,-Senica W,+UKF Nitra W,+BVK Bratislava W,+Kezmarok W"
voleyball,Slovenia,DOL,2010,men,,144,12,0.8266,4,33.33%,"-MTB Maribor,+GEN-I Volley,+Galex-Mir,+Duol"
voleyball,Slovenia,DOL,2011,men,Calcit Kamnik,90,10,0.8497,4,40.00%,"-Svit Unimetal,-Krka,-MTB Maribor,+Calcit Kamnik"
voleyball,Slovenia,DOL,2012,men,ACH Ljubljana,90,10,0.8541,4,40.00%,"+ACH Ljubljana,-SIP Sempeter,+Calcit Kamnik,+Salonit Anhovo"
voleyball,Slovenia,DOL,2013,men,Salonit Anhovo,56,8,0.7832,2,25.00%,"+Salonit Anhovo,-UKO Kropa"
voleyball,Slovenia,DOL,2014,men,Salonit Anhovo,72,9,0.6963,3,33.33%,"+Salonit Anhovo,+Calcit Kamnik,+MTB Maribor"
voleyball,Slovenia,DOL,2015,men,ACH Ljubljana,90,10,0.8337,4,40.00%,"+ACH Ljubljana,+Calcit Kamnik,+Pomgrad,+Salonit Anhovo"
voleyball,Slovenia,DOL,2016,men,ACH Ljubljana,90,10,0.8279,4,40.00%,"-Fuzinar,+ACH Ljubljana,+Calcit Kamnik,-Zirovnica"
voleyball,Slovenia,DOL women,2011,women,Aliansa W,56,8,0.8532,5,62.50%,"+Aliansa W,+Luka Koper W,+Sloving Vital W,+Nova Gorica W,+Prevalje W"
voleyball,Slovenia,DOL women,2012,women,Luka Koper W,56,8,0.8535,5,62.50%,"+Luka Koper W,-Prevalje W,-Jesenice-Bled W,-Puconci W,-Formis Bell W"
voleyball,Slovenia,DOL women,2013,women,Aliansa W,56,8,0.4771,0,0.00%,-
voleyball,Slovenia,DOL women,2014,women,Formis Bell W,56,8,0.6526,1,12.50%,+Formis Bell W
voleyball,Slovenia,DOL women,2015,women,Luka Koper W,56,8,0.7639,2,25.00%,"+Luka Koper W,-Slovenj Gradec W"
voleyball,Slovenia,DOL women,2016,women,Branik Maribor W,90,10,0.8634,5,50.00%,"+Branik Maribor W,+Calcit Kamnik W,+GEN-I Volley W,+Luka Koper W,+Vital Ljubljana W"
voleyball,South Coreia,Volleyball League,2010,men,,124,7,0.9343,3,42.86%,"-Sangmu,-Kepco,-Rush & Cash"
voleyball,South Coreia,Volleyball League,2011,men,KAL Jumbos,105,7,0.8403,2,28.57%,"+KAL Jumbos,+Hyundai Skywalkers"
voleyball,South Coreia,Volleyball League,2012,men,Samsung Blue Fangs,126,7,0.9081,4,57.14%,"-Sangmu,-KB Stars,-Rush & Cash,-Kepco"
voleyball,South Coreia,Volleyball League,2014,men,Samsung Blue Fangs,105,7,0.7590,2,28.57%,"+Samsung Blue Fangs,+Hyundai Skywalkers"
voleyball,South Coreia,Volleyball League,2015,men,Samsung Blue Fangs,126,7,0.8807,3,42.86%,"-Woori,-KB Stars,+Samsung Blue Fangs"
voleyball,South Coreia,Volleyball League,2016,men,Hyundai Skywalkers,126,7,0.8743,2,28.57%,"-Woori,-KB Stars"
voleyball,Spain,SuperLiga,2010,men,,132,12,0.7974,3,25.00%,"+Almeria,+Voleibol Teruel,-Zaragoza"
voleyball,Spain,SuperLiga,2011,men,Almeria,132,12,0.8432,5,41.67%,"-Caravaca,+Almeria,+Barcelona,+Voleibol Teruel,+Numancia"
voleyball,Spain,SuperLiga,2012,men,Voleibol Teruel,72,9,0.8515,5,55.56%,"+Voleibol Teruel,+Numancia,+Almeria,+Cajasol,-Vecindario"
voleyball,Spain,SuperLiga,2013,men,Voleibol Teruel,90,10,0.8692,5,50.00%,"-Zaragoza,-Vigo,-Andorra,-Grau,-Vecindario"
voleyball,Spain,SuperLiga,2014,men,Voleibol Teruel,110,11,0.8733,6,54.55%,"+Voleibol Teruel,-Vigo,-VP Madrid,-Andorra,-Emeve Lugo,+Almeria"
voleyball,Spain,SuperLiga,2015,men,Almeria,110,11,0.8598,7,63.64%,"-Emeve Lugo,+Almeria,+Voleibol Teruel,+Rio Duero,+Ibiza,+Vecindario,+Caceres"
voleyball,Spain,SuperLiga,2016,men,Almeria,132,12,0.8622,4,33.33%,"+Almeria,+Voleibol Teruel,+Ibiza,+Rio Duero"
voleyball,Spain,SuperLiga Women,2010,women,,132,12,0.7591,2,16.67%,"-Santa Cruz W,+Jamper Aguere W"
voleyball,Spain,SuperLiga Women,2011,women,Valeriano W,132,12,0.8217,4,33.33%,"-Pinguela W,-Santa Cruz W,-Benidorm W,+Valeriano W"
voleyball,Spain,SuperLiga Women,2012,women,Valeriano W,72,9,0.8319,3,33.33%,"-Santa Cruz W,-Jamper Aguere W,-Cantabria W"
voleyball,Spain,SuperLiga Women,2013,women,Haro Rioja W,90,10,0.8618,5,50.00%,"-Tenerife W,+Haro Rioja W,+Logrono W,+UCAM Murcia W,+Barca W"
voleyball,Spain,SuperLiga Women,2014,women,Logrono W,132,12,0.8496,4,33.33%,"+Logrono W,-UCAM Murcia W,+Leadernet W,-Sant Cugat W"
voleyball,Spain,SuperLiga Women,2015,women,Logrono W,110,11,0.8372,3,27.27%,"+Logrono W,+Leadernet W,-Emeve Lugo W"
voleyball,Spain,SuperLiga Women,2016,women,Logrono W,110,11,0.8455,5,45.45%,"+Logrono W,+Figaro W,+Haro Rioja W,+Alcobendas W,+Leadernet W"
voleyball,Sweden,Elitserien,2011,men,Sollentuna,90,10,0.8357,3,30.00%,"+Sollentuna,-Lunds,-Vingaker"
voleyball,Sweden,Elitserien,2012,men,Linkopings,90,10,0.8383,3,30.00%,"+Linkopings,-Sodertelge,+Falkenberg"
voleyball,Sweden,Elitserien,2013,men,Hylte,90,10,0.8407,5,50.00%,"-Falkoping,+Hylte,-Sollentuna,-Vingaker,-Habo"
voleyball,Sweden,Elitserien,2014,men,Linkopings,90,10,0.8384,4,40.00%,"+Falkenberg,+Linkopings,+Tierp,+Hylte"
voleyball,Sweden,Elitserien,2015,men,Linkopings,130,10,0.9031,6,60.00%,"+Linkopings,+Falkenberg,+Orkelljunga,+Hylte,+Tierp,+Sollentuna"
voleyball,Sweden,Elitserien,2016,men,Falkenberg,130,10,0.8777,6,60.00%,"-Falkoping,-Habo,-Sodertelge,-Vingaker,-Sollentuna,-Tierp"
voleyball,Sweden,Elitserien Women,2011,women,Katrineholm W,72,9,0.8306,3,33.33%,"+Engelholm W,+Katrineholm W,+Lindesberg W"
voleyball,Sweden,Elitserien Women,2012,women,Engelholm W,90,10,0.8611,5,50.00%,"-Svedala W,-Orebro W,-Ljungby W,+Engelholm W,+Katrineholm W"
voleyball,Sweden,Elitserien Women,2013,women,Katrineholm W,90,10,0.8119,3,30.00%,"+Katrineholm W,+Lindesberg W,+Engelholm W"
voleyball,Sweden,Elitserien Women,2014,women,Hylte/Halmstad W,90,10,0.8549,4,40.00%,"+Hylte/Halmstad W,+Svedala W,-KFUM Goteborg W,-Falkoping W"
voleyball,Sweden,Elitserien Women,2015,women,Engelholm W,130,10,0.9117,7,70.00%,"+Engelholm W,-Falkoping W,-KFUM Goteborg W,-Sollentuna W,-Gislaved W,-Svedala W,-Orebro W"
voleyball,Sweden,Elitserien Women,2016,women,Engelholm W,80,8,0.8716,4,50.00%,"-Falkoping W,-Sollentuna W,-Gislaved W,-Lindesberg W"
voleyball,Switzerland,NLA,2010,men,,43,7,0.7697,1,14.29%,-Laufenburg-Kaisten
voleyball,Switzerland,NLA,2011,men,Lausanne,56,8,0.8427,5,62.50%,"-Laufenburg-Kaisten,-Munchenbuchsee,+Lausanne,+Amriswil,+Chenois"
voleyball,Switzerland,NLA,2012,men,Chenois,90,10,0.8598,4,40.00%,"-Munchenbuchsee,-Zuri,-Laufenburg-Kaisten,-Lutry-Lavaux"
voleyball,Switzerland,NLA,2013,men,Lugano,72,9,0.8440,4,44.44%,"-Zuri,+Lugano,-Laufenburg-Kaisten,-Lutry-Lavaux"
voleyball,Switzerland,NLA,2014,men,Lugano,90,10,0.8739,7,70.00%,"+Lugano,-Einsiedeln,-Laufenburg-Kaisten,-Lutry-Lavaux,+Nafels,-Zuri,-Chenois"
voleyball,Switzerland,NLA,2015,men,Lugano,90,10,0.8299,4,40.00%,"-Zuri,-Einsiedeln,-Lutry-Lavaux,+Lugano"
voleyball,Switzerland,NLA,2016,men,Lausanne,72,9,0.7762,4,44.44%,"+Lausanne,+Amriswil,+Lugano,+Nafels"
voleyball,Switzerland,NLA women,2011,women,Volero Zurich W,90,10,0.8534,5,50.00%,"+Volero Zurich W,-Cheseaux W,-Biel-Bienne W,-Geneve W,-Dudingen W"
voleyball,Switzerland,NLA women,2012,women,Volero Zurich W,72,9,0.8305,3,33.33%,"-Biel-Bienne W,-Toggenburg W,-Dudingen W"
voleyball,Switzerland,NLA women,2014,women,Volero Zurich W,90,10,0.8678,5,50.00%,"+Volero Zurich W,+Koniz W,+Schaffhausen W,+Sagres Nuc W,+Franches Montagnes W"
voleyball,Switzerland,NLA women,2015,women,Volero Zurich W,90,10,0.8591,4,40.00%,"+Volero Zurich W,-Toggenburg W,-Luzern W,+Koniz W"
voleyball,Switzerland,NLA women,2016,women,Volero Zurich W,90,10,0.8540,4,40.00%,"+Volero Zurich W,-Toggenburg W,+Dudingen W,+Aesch Pfeffingen W"
voleyball,Turkey,Division 1,2011,men,Ziraat Bankasi,132,12,0.8557,6,50.00%,"-Tofas,+Ziraat Bankasi,+Halkbank,+Istanbul BB,+Arkasspor,+Fenerbahce"
voleyball,Turkey,Division 1,2012,men,Halkbank,132,12,0.8631,5,41.67%,"-Niksar,-Belediye Plevne,-Anka,-Ziraat Bankasi,-Genclik"
voleyball,Turkey,Division 1,2013,men,Arkasspor,132,12,0.8514,6,50.00%,"-Yenisehir,-Eylul,-Kolejliler,-Anka,-Genclik,-Ziraat Bankasi"
